
1691984641179 :: funds :: None :: 1691984641429 :: {'s': 'ok', 'code': 200, 'message': '', 'fund_limit': [{'id': 3, 'title': 'Clear Balance', 'equityAmount': 4990.86, 'commodityAmount': 0}, {'id': 1, 'title': 'Total Balance', 'equityAmount': 4990.86, 'commodityAmount': 0}, {'id': 7, 'title': 'Receivables', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 4, 'title': 'Realized Profit and Loss', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 2, 'title': 'Utilized Amount', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 5, 'title': 'Collaterals', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 8, 'title': 'Adhoc Limit', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 10, 'title': 'Available Balance', 'equityAmount': 4990.86, 'commodityAmount': 0}, {'id': 6, 'title': 'Fund Transfer', 'equityAmount': 0, 'commodityAmount': 0}, {'id': 9, 'title': 'Limit at start of the day', 'equityAmount': 4990.86, 'commodityAmount': 0}]}

1691984700680 :: place_order ::  :: 1691984700797 :: {'s': 'error', 'code': -391, 'message': 'Order Quantity should be in multiples of lot size.', 'id': ''}

1691984936400 :: positions ::  :: 1691984936627 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 316.75, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 1, 'pl_realized': 118.49999999999966, 'pl_total': 118.49999999999966, 'pl_unrealized': 0}}

1691985295228 :: positions ::  :: 1691985295477 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 357.8, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 1, 'pl_realized': 118.49999999999966, 'pl_total': 118.49999999999966, 'pl_unrealized': 0}}

1691986024827 :: holdings :: None :: 1691986025080 :: {'s': 'ok', 'code': 200, 'message': '', 'holdings': [], 'overall': {'count_total': 0, 'pnl_perc': 0, 'total_current_value': 0, 'total_investment': 0, 'total_pl': 0}}
1691989983490 :: orderBook ::  :: 1691989983849 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XS83964', 'id': '23081400006046', 'exchOrdId': '', 'qty': 30, 'remainingQuantity': 0, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 0, 'stopPrice': 0, 'tradedPrice': 0, 'type': 2, 'fyToken': '101123081739016', 'exchange': 10, 'segment': 11, 'symbol': 'NSE:BANKNIFTY2381744100PE', 'instrument': 14, 'message': 'RED:Margin Shortfall:INR 3,067.14 Available:INR 4,990.86 for C-XS83964 [FYERS_RISK_CUG]', 'offlineOrder': False, 'orderDateTime': '14-Aug-2023 09:15:33', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': 1, 'status': 5, 'source': 'M', 'ex_sym': 'BANKNIFTY', 'description': '23 Aug 17 44100 PE', 'ch': 176.1, 'chp': 120.04, 'lp': 322.8, 'slNo': 1, 'dqQtyRem': 0, 'orderNumStatus': '23081400006046:5', 'disclosedQty': 0}, {'clientId': 'XS83964', 'id': '23081400007620', 'exchOrdId': '1800000000732655', 'qty': 15, 'remainingQuantity': 0, 'filledQty': 15, 'discloseQty': 0, 'limitPrice': 289.25, 'stopPrice': 0, 'tradedPrice': 289.25, 'type': 2, 'fyToken': '101123081739016', 'exchange': 10, 'segment': 11, 'symbol': 'NSE:BANKNIFTY2381744100PE', 'instrument': 14, 'message': '', 'offlineOrder': False, 'orderDateTime': '14-Aug-2023 09:16:00', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': 1, 'status': 2, 'source': 'M', 'ex_sym': 'BANKNIFTY', 'description': '23 Aug 17 44100 PE', 'ch': 176.1, 'chp': 120.04, 'lp': 322.8, 'slNo': 2, 'dqQtyRem': 0, 'orderNumStatus': '23081400007620:2', 'disclosedQty': 0}, {'clientId': 'XS83964', 'id': '23081400012905', 'exchOrdId': '1800000002151728', 'qty': 15, 'remainingQuantity': 0, 'filledQty': 15, 'discloseQty': 0, 'limitPrice': 297.15, 'stopPrice': 0, 'tradedPrice': 297.15, 'type': 2, 'fyToken': '101123081739016', 'exchange': 10, 'segment': 11, 'symbol': 'NSE:BANKNIFTY2381744100PE', 'instrument': 14, 'message': '', 'offlineOrder': False, 'orderDateTime': '14-Aug-2023 09:17:39', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 2, 'source': 'M', 'ex_sym': 'BANKNIFTY', 'description': '23 Aug 17 44100 PE', 'ch': 176.1, 'chp': 120.04, 'lp': 322.8, 'slNo': 3, 'dqQtyRem': 0, 'orderNumStatus': '23081400012905:2', 'disclosedQty': 0}, {'clientId': 'XS83964', 'id': '23081400126035-BO-2', 'parentId': '23081400126034-BO-1', 'exchOrdId': '1700000040494998', 'qty': 15, 'remainingQuantity': 15, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 1.15, 'stopPrice': 1.25, 'tradedPrice': 0, 'type': 4, 'fyToken': '101123081738953', 'exchange': 10, 'segment': 11, 'symbol': 'NSE:BANKNIFTY2381742000PE', 'instrument': 14, 'message': '', 'offlineOrder': False, 'orderDateTime': '14-Aug-2023 10:38:32', 'orderValidity': 'DAY', 'pan': '', 'productType': 'BO', 'side': -1, 'status': 6, 'source': 'SNO', 'ex_sym': 'BANKNIFTY', 'description': '23 Aug 17 42000 PE', 'ch': 2.3, 'chp': 43.4, 'lp': 7.6, 'slNo': 4, 'dqQtyRem': 0, 'orderNumStatus': '23081400126035-BO-2:6', 'disclosedQty': 0}, {'clientId': 'XS83964', 'id': '23081400126034-BO-1', 'exchOrdId': '1700000040494955', 'qty': 15, 'remainingQuantity': 0, 'filledQty': 15, 'discloseQty': 0, 'limitPrice': 7.25, 'stopPrice': 0, 'tradedPrice': 7.25, 'type': 2, 'fyToken': '101123081738953', 'exchange': 10, 'segment': 11, 'symbol': 'NSE:BANKNIFTY2381742000PE', 'instrument': 14, 'message': '', 'offlineOrder': False, 'orderDateTime': '14-Aug-2023 10:38:32', 'orderValidity': 'DAY', 'pan': '', 'productType': 'BO', 'side': 1, 'status': 2, 'source': 'API', 'ex_sym': 'BANKNIFTY', 'description': '23 Aug 17 42000 PE', 'ch': 2.3, 'chp': 43.4, 'lp': 7.6, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23081400126034-BO-1:2', 'disclosedQty': 0}, {'clientId': 'XS83964', 'id': '23081400126036-BO-3', 'parentId': '23081400126034-BO-1', 'exchOrdId': '1700000040494999', 'qty': 15, 'remainingQuantity': 15, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 15.75, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '101123081738953', 'exchange': 10, 'segment': 11, 'symbol': 'NSE:BANKNIFTY2381742000PE', 'instrument': 14, 'message': '', 'offlineOrder': False, 'orderDateTime': '14-Aug-2023 10:38:32', 'orderValidity': 'DAY', 'pan': '', 'productType': 'BO', 'side': -1, 'status': 6, 'source': 'SNO', 'ex_sym': 'BANKNIFTY', 'description': '23 Aug 17 42000 PE', 'ch': 2.3, 'chp': 43.4, 'lp': 7.6, 'slNo': 6, 'dqQtyRem': 0, 'orderNumStatus': '23081400126036-BO-3:6', 'disclosedQty': 0}]}

1691990883981 :: modify_order :: {'id': '23081400126034-BO-1', 'type': 2, 'stopLoss': 6.5, 'takeProfit': 9.0} :: 1691990884213 :: {'s': 'error', 'code': -52, 'message': 'Not a pending order', 'id': '23081400126034-BO-1'}

1691990961089 :: modify_order :: {'id': '23081400126034', 'type': 2, 'stopLoss': 6.5, 'takeProfit': 9.0} :: 1691990961334 :: {'s': 'error', 'code': -52, 'message': 'Not a pending order', 'id': '23081400126034'}

1691991289670 :: exit_positions :: {} :: 1691991290965 :: {'s': 'ok', 'code': 1101, 'message': 'Position NSE:BANKNIFTY2381742000PE-BO is closed.'}

1691994092034 :: positions ::  :: 1691994092222 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.6, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 287.8, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994169726 :: positions ::  :: 1691994169893 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 294, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.7, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994246032 :: positions ::  :: 1691994246232 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.6, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 281.35, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994275882 :: positions ::  :: 1691994276076 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.65, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 278.95, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994315048 :: positions ::  :: 1691994315734 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.6, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 275.85, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994364137 :: positions ::  :: 1691994364842 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.6, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 272, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994412189 :: positions ::  :: 1691994412881 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.5, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 277, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994491407 :: positions ::  :: 1691994491596 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.75, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 277.45, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994542283 :: positions ::  :: 1691994542479 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.7, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 279.6, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

1691994554414 :: positions ::  :: 1691994555072 :: {'s': 'ok', 'code': 200, 'message': '', 'netPositions': [{'symbol': 'NSE:BANKNIFTY2381742000PE', 'id': 'NSE:BANKNIFTY2381742000PE-BO', 'buyAvg': 7.25, 'buyQty': 15, 'buyVal': 108.75, 'sellAvg': 6.15, 'sellQty': 15, 'sellVal': 92.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'BO', 'realized_profit': -16.499999999999993, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 5.75, 'fyToken': '101123081738953', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': -16.499999999999993, 'slNo': 0, 'avgPrice': 0}, {'symbol': 'NSE:BANKNIFTY2381744100PE', 'id': 'NSE:BANKNIFTY2381744100PE-INTRADAY', 'buyAvg': 289.25, 'buyQty': 15, 'buyVal': 4338.75, 'sellAvg': 297.15, 'sellQty': 15, 'sellVal': 4457.25, 'netAvg': 0, 'netQty': 0, 'side': 0, 'qty': 0, 'productType': 'INTRADAY', 'realized_profit': 118.49999999999966, 'crossCurrency': '', 'qtyMulti_com': 1, 'segment': 11, 'ltp': 286.75, 'fyToken': '101123081739016', 'exchange': 10, 'unrealized_profit': 0, 'dayBuyQty': 15, 'cfBuyQty': 0, 'daySellQty': 15, 'cfSellQty': 0, 'rbiRefRate': 1, 'pl': 118.49999999999966, 'slNo': 0, 'avgPrice': 0}], 'overall': {'count_open': 0, 'count_total': 2, 'pl_realized': 101.99999999999966, 'pl_total': 101.99999999999966, 'pl_unrealized': 0}}

